created_at,LT,LB,KT,KM,garasi,carport,lokasi,sertifikat,listrik,hadap,harga,URL,deskripsi
01-12-2021,550,850,5,5,,,Pakualaman,HGB,,,12000000000,https://www.rumah123.com/properti/yogyakarta/hos9261855/,"Dijual rumah baru dan mewah, lingkungan nyaman dan tenang, lokasi strategis, dekat kraton Pakualaman, dekat pertokoan, pusat perbelanjaan dan pasar, dekat stasiun lempuyangan, dekat kampus UAD, UST, UTY, UNCOK, SMSRD, Kompleks Taman siswa.

"
01-12-2021,915,622,10,8,3,8,Umbulharjo,SHM,11500,,16000000000,https://www.rumah123.com/properti/yogyakarta/hos9261849/,"Rumah dalam kodya dekat kampus dan XT SQUARE, akses jalan lebar, mobil bisa papasan, sumber air sumur, harga nego."
01-12-2021,138,140,4,4,,1,Umbulharjo,SHM,2200,,2600000000,https://www.rumah123.com/properti/yogyakarta/hos9262645/,"SUPER MEWAH, RUMAH SIAP HUNI 2 LANTAI DI PUSAT KOTA TEPI JALAN
"
01-12-2021,1934,800,16,16,13,13,Mergangsan,HP,,,12000000000,https://www.rumah123.com/properti/yogyakarta/hos9261850/,"Di jual Rumah dekat Kraton di mergangsan kodya, dekat jokteng kraton. Dapur dengan konsep terbuka, penerangan all full sollar cell, full cctv untuk sistem keamanan terkontrol, jauh dari kebisingan karena tidak di jalan utama, full fitness area dan alat menjadi bonus, cocok untuk guesthouse, villa, dan rumah tinggal. "
01-12-2021,217,300,5,4,,,Umbulharjo,SHM,1300,,3500000000,https://www.rumah123.com/properti/yogyakarta/hos9261884/,"-Ruang tamu keluarga
-Taman depan belakang (pohon pule,serut dolar ,palem merah) 
-Dapur 
-Air sumur ada pompa "
01-12-2021,259,74,3,2,,2,Maguwoharjo,SHM,1300,Selatan,1760000000,https://www.rumah123.com/properti/yogyakarta/hos9262546/,"- Dekat RS Hermina, RS UAD, RS JIH, RS Panti Rini
- Dekat Lotte Grosir, Transmart
- Dekat Kampus UNRIYO, Sanata Dharma Paingan, Instiper
- Lingkungan perumahan (security 24 jam, taman, masjid, mobil papasan)"
01-12-2021,172,80,3,2,,2,Maguwoharjo,SHM,1300,Timur,1310000000,https://www.rumah123.com/properti/yogyakarta/hos9262451/,"- Dekat RS Hermina, RS UAD, RS JIH, RS Panti Rini
- Dekat Lotte Grosir, Trans Mart
- Dekat Kampus UNRIYO, Sanata Dharma Paingan, Instiper
- Lingkungan perumahan (security 24 jam, taman, masjid, mobil papasan)"
01-12-2021,102,164,3,4,,2,Umbulharjo,SHM,4400,Timur,1600000000,https://www.rumah123.com/properti/yogyakarta/hos9261181/,"Rumah Cluster, berada di pusat kota Jogjakarta one gate system , keamanan 24 jam, akses mudah, wilayah nyaman, jalan lebar, pos satpam, CCTV, kusen dan daun pintu 
jendela jati perhutani, lantai full granit, sumur bor, jet pump, tandon dan pendorong."
01-12-2021,400,380,7,3,,1,Bantul,HGB,2200,Utara,4650000000,https://www.rumah123.com/properti/yogyakarta/hos9261100/,"Turun Harga ! Rumah Mewah 2 lantai komplek Perum Jl. Godean km 1, satpam 24 jam, hadap utara, ada taman depan dan belakang, kolam, suasana asri dan nyaman, akses jalan bisa dilalui mobil, cocok untuk rumah tinggal, harga Rp. 4.650.000.xxx,- ( nego ). Berminat, hubungi: Alfi 0815 2376 5xxx/ERA Mira Jogja 0274 292 3xxx"
01-12-2021,86,65,3,1,,1,Mantrijeron,SHM,1300,Barat,850000000,https://www.rumah123.com/properti/yogyakarta/hos9259417/,"Rumah baru siap huni yang Berlokasi di Suryodiningratan, Mantrijeron, Kota Yogyakarta. Berada di area strategis dekat fasilitas umum, serta akses Jalan mudah membuat 
Rumah Ini cocok untuk hunian maupun Investasi Keluarga anda."
30-11-2021,232,700,12,12,,1,Gondokusuman,SHM ,2200,Utara dan Timur (Hook),3000000000,https://www.rumah123.com/properti/yogyakarta/hos9258592/,"Rumah 3 Lantai Bisa Untuk Kost, Asrama, Homestay Di Kawasan Elit Baciro, Yogyakarta.
Harga nego."
30-11-2021,138,140,4,4,,1,Umbulharjo,SHM,2200,,2600000000,https://www.rumah123.com/properti/yogyakarta/hos9258504/,Rumah 2 lantai siap huni di pusat kota Jogja. Dijual rumah mewah harga murah di Umbulharjo 11 menit dari Malioboro hanya 7 menit dari Keraton Jogja. Beli sekarang sisa 2unit terakhir. Rumah mewah 2 lantai harga paling murah se Jogja Raya.
30-11-2021,130,190,4,4,,2,Maguwoharjo,SHM,2200,Utara,2500000000,https://www.rumah123.com/properti/yogyakarta/hos9257515/,Dijual rumah mewah bangunan baru dengan spek kualitas premium. Lokasi strategis di Jalan Tajem dekat Budi Mulia Maguwoharjo. Lingkungan aman dan nyaman akses jalan aspal papasan mobil. Dekat fasilitas umum.
30-11-2021,130,110,4,2,,1,Maguwoharjo,SHM,1300,Barat,850000000,https://www.rumah123.com/properti/yogyakarta/hos9257480/,"- Dekat Masjid
- Dekat Budi Mulia Jalan Tajem
- Dekat Kampus UNRIYO, Sanata Dharma
- Dekat Jogja Bay Water Park, dll"
30-11-2021,156,250,12,4,,2,Bantul,SHM,2200,Barat,1700000000,https://www.rumah123.com/properti/yogyakarta/hos9257256/,"Dijual Cepat Kost Murah Modern 2 Lantai di Pinggir Jalan Aspal Dekat Kampus UMY
"
30-11-2021,130,110,3,3,,1,Tegalrejo,HGB,1300,,1300000000,https://www.rumah123.com/properti/yogyakarta/hos9257080/,Terletak di sayap jalan magelang tepatnya di barat SKE sindhupark grand jambon residence terletak di lokasi stretegis dan memiliki akses jalan yg lebar. Hanya 5 menit menuju Tugu Jogja dan dekat sekali dengan jogja city mall dan pusat komersil lainya .
30-11-2021,101,70,4,2,,1,Kotagede,SMB ,2200,,925000000,https://www.rumah123.com/properti/yogyakarta/hos8639692/,"Rumah siap bangun Kota Jogja Mulia Kotagede, 2 Rumah istimewa di tengah Kota Jogja dengan akses mobil yang luas. Lingkungan nasionalis, dekat masjid dan dekat jalan raya."
